book_title,story_title,latitude,longitude,location,city,state,country,continent,century,decade,initial_date,final_date,unbuilt,architect,pg_gh,pg_img_gh,count_img_gh,fp_gh,pg_fp_gh,count_gh,pg_ha,pg_img_ha,count_img_ha,fp_ha,pg_fp_ha,count_ha,pg_mm,pg_img_mm,count_img_mm,fp_mm,pg_fp_mm,count_mm,pg_wh,pg_img_wh,count_img_wh,fp_wh,pg_fp_wh,count_wh
A Global History of Architecture,Purple Heaven Hall,32.4007606,111.0044504,"Mt. Wudang, China",Mt. Wudang,,China,Asia,,,,,,,494,,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Songyue Pagoda,34.5015588,113.0158777,"Dengfeng, China",Dengfeng,,China,Asia,6,,523,,N,,,,,,,,,,,,,,,,,,,,90,,,N,,1
A World History of Architecture,Fogong Temple,39.56526435,113.1819929,"Yingxian, China",Yingxian,,China,Asia,11,,1056,,N,,,,,,,,,,,,,,,,,,,,89-90,89,2,N,,3
A History of Architecture: Settings and Rituals,Shanghai Banking Corporation,22.2688977,114.1862623,"Hong Kong, China",Hong Kong,,China,Asia,20,1970,1979,1985,,Norman Foster,,,,,,,746,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Bank of China,22.3414222,114.1940162,"Hong Kong, China",Hong Kong,,China,Asia,20,1980,1982,1989,,I.M. Pei,,,,,,,746,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Great Wall of China,40.3572606,116.0127857,,,,China,Asia,-3,,-221,1368,N,,,,,,,,,,,,,,,,,,,,"87-88,95",88,1,N,,3
A Global History of Architecture,Ming Tombs,40.25567885,116.2184392,"Beijing, China",Beijing,,China,Asia,16,1580,1585,,,,512-515,512-515,10,N,512-515,10,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Qingyi Garden (Summer Palace),40.1471062,116.247875,"Beijing, China",Beijing,,China,Asia,18,1750,1750,1764,,Qianlong,653,653,3,Y,653,3,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Forbidden City,39.91727565,116.3907694,"Beijing, China",Beijing,,China,Asia,,,,,,,491-493,491-493,5,Y,492-493,6,,,,,,,,,,,,,,,,,,
A World History of Architecture,Beijing,39.906217,116.3912757,"Beijing, China",Beijing,,China,Asia,15,,,,N,,,,,,,,,,,,,,,,,,,,93-95,94,1,Y,94,2
A Global History of Architecture,Temple of Heaven Complex,39.906217,116.3912757,"Beijing, China",Beijing,,China,Asia,,,,,,,494-495,495,3,Y,495,4,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Ningshougong in the Forbidden City,39.92045369,116.4002341,"Beijing, China",Beijing,,China,Asia,18,1690,1698,1772,,Qianlong Emperor Ningshougong,589,589,1,Y,589,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Shuxiangsi Temple,41.01409255,117.9252915,"Chengde, China",Chengde,,China,Asia,18,1770,1776,,,Qianlong,651,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Putuo Zongcheng Temple,41.01144345,117.9275824,"Chengde, China",Chengde,,China,Asia,18,1770,1771,,,Qianlong,652,652,3,Y,652,3,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Xumifushoumiao Temple,41.01186835,117.9421752,"Chengde, China",Chengde,,China,Asia,18,1780,1780,,,Qianlong,651,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Puningsi Temple,41.01548446,117.9523143,"Chengde, China",Chengde,,China,Asia,18,1750,1755,,,Qianlong,651,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Puyousi Temple,41.01548446,117.9523143,"Chengde, China",Chengde,,China,Asia,18,1760,1760,,,Qianlong,651,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Anyuanmiao Temple,41.04154664,117.9543573,"Chengde, China",Chengde,,China,Asia,18,1760,1764,,,Qianlong,651,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Pulesi Temple,40.99815453,117.9622199,"Chengde, China",Chengde,,China,Asia,18,1760,1767,,,Qianlong,652,652,2,Y,652,2,,,,,,,,,,,,,,,,,,
A World History of Architecture,Longhua Pagoda,31.17561785,121.4473455,"Shanghai, China",Shanghai,,China,Asia,10,,977,,N,,,,,,,,,,,,,,,,,,,,90,90,,N,,1
A Global History of Architecture,Hong Kong and Shanghai Banking Corporation Building,31.2379,121.4851,"Shanghai, China",Shanghai,,China,Asia,20,1920,1923,,,,700,700,1,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Francisco Xavier Church,31.2145452,121.5044339,"Shanghai, China",Shanghai,,China,Asia,19,1850,1853,,,,700,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Pyoungsan Academy,37.97503797,126.5610673,"Hahoe Village, Korea",Hahoe Village,,Korea,Asia,17,,,,,,591,591,3,Y,591,3,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Toksugung Palace,37.56638319,126.9751461,"Seoul, Korea",Seoul,,South Korea,Asia,20,1900,1909,,,,700,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Bank of Korea Headquarters,37.56261589,126.9755311,"Seoul, Korea",Seoul,,South Korea,Asia,20,1910,1912,,,,700,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Seoul Anglican Church,37.56713895,126.9760312,"Seoul, Korea",Seoul,,South Korea,Asia,20,1910,1916,,,,700,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Gyeongbokgung,37.57975395,126.9766807,"Seoul, Korea",Seoul,,Korea,Asia,14,1390,1394,,,,496,,0,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Myongdong Cathedral,37.56866248,126.9881429,"Seoul, Korea",Seoul,,South Korea,Asia,19,1890,1898,,,,700,700,1,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Changdeokgung,37.58238725,126.9917013,"Seoul, Korea",Seoul,,Korea,Asia,15,1400,1405,1592,,,496,,1,Y,,1,,,,,,,,,,,,,,,,,,
Modern Movements in Architecture,Miyakonojo Civic Centre,31.72131761,131.058919,"Miyakonojo, Japan",Miyakonojo,,Japan,Asia,20,1960,1965,1966,,Kiyonori Kikutake,,,,,,,,,,,,,321,321,2,N,,1,,,,,,
A History of Architecture: Settings and Rituals,"Okayama Prefecture, city Hall",34.5850791,133.7719957,"Kurashiki, Japan",Kurashiki,,Japan,Asia,20,1950,1958,1960,,Kenzo Tange,,,,,,,733,,1,N,,1,,,,,,,,,,,,
Modern Movements in Architecture,Kurashiki City Hall,34.60863043,133.7760598,"Kurashiki, Japan",Kurashiki,,Japan,Asia,20,1950,1958,1960,,Kenzo Tange,,,,,,,,,,,,,322,322,1,N,,1,,,,,,
A Global History of Architecture,Kanamaru-za,34.18497056,133.8181356,"Kotohira, Japan",Kotohira,,Japan,Asia,19,1830,1835,,,,649,649,4,Y,649,4,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Himeji Castle,34.83935085,134.6940046,"Himeji, Japan",Himeji,,Japan,Asia,16,1570,1577,,,Oda Nobunaga,504,504,2,N,,2,,,,,,,,,,,,,,,,,,
A World History of Architecture,Yoshimura House,34.6943973,135.5117915,"Osaka, Japan",Osaka,,Japan,Asia,17,,1620,,N,,,,,,,,,,,,,,,,,,,,104-106,105,1,Y,,1
Modern Movements in Architecture,Landmark Tower for Expo 70,34.81053428,135.5324879,"Osaka, Japan",Osaka,,Japan,Asia,20,1970,1970,,,Kiyonari Kikutake,,,,,,,,,,,,,69,69,1,N,,1,,,,,,
Modern Movements in Architecture,Takara Beautilio for Expo 70,34.81053428,135.5324879,"Osaka, Japan",Osaka,,Japan,Asia,20,1970,1970,,,Kisho Kurokawa,,,,,,,,,,,,,70-71,70-71,2,N,,1,,,,,,
Modern Movements in Architecture,Theme Pavilion for Expo 70,34.81053428,135.5324879,"Osaka, Japan",Osaka,,Japan,Asia,20,1970,1970,,,Kenzo Tange,,,,,,,,,,,,,68,68,1,N,,1,,,,,,
"A Global History of Architecture, A World History of Architecture",Katsura Imperial Villa,34.9839754,135.7097047,"Kyoto, Japan",Kyoto,,Japan,Asia,17,,1616,1660,N,Hichijonomiya Toshihito; Toshitada,508-511,508-511,1,Y,508-509,11,,,,,,,,,,,,,107-109,107-109,4,Y,108,5
A Global History of Architecture,Dry Garden at Ryoanji,35.03460863,135.7183205,"Kyoto, Japan",Kyoto,,Japan,Asia,,,,,,,562,562,2,Y,562,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Kinkakuji,35.03952925,135.7295373,"Kyoto, Japan",Kyoto,,Japan,Asia,14,,,,,Ashikaga Yoshimitsu,497-498,497-498,1,Y,497-498,5,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Sumiya,34.9922473,135.7433974,"Kyoto, Japan",Kyoto,,Japan,Asia,17,,,,,,593-594,593-594,2,Y,593,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Nijo Castle,35.0140076,135.7485369,"Kyoto, Japan",Kyoto,,Japan,Asia,17,1600,1601,1603,,Nakai Masatomo,506-507,506-507,5,Y,506-507,5,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Kyoto National Museum,34.989896,135.7728606,"Kyoto, Japan",Kyoto,,Japan,Asia,19,1890,1898,,,,"667,700",700,1,N,,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Ginkakuji,35.0268996,135.7983714,"Kyoto, Japan",Kyoto,,Japan,Asia,15,1480,1482,,,Yoshimasa,499,499,2,Y,499,2,,,,,,,,,,,,,,,,,,
A World History of Architecture,Phoenix Hall,34.88929795,135.8076225,"Uji, Japan",Uji,,Japan,Asia,11,,1053,,N,Fujiwara Family,,,,,,,,,,,,,,,,,,,"86-87,102","87,102",2,N,,3
"A Global History of Architecture, Modern Movements in Architecture",Yamanashi Press and Broadcasting Center,35.66851072,138.5709438,"Kofu, Japan",Kofu,,Japan,Asia,20,1960,1966,,,Kenzo Tange,725,,,,,1,,,,,,,341,341,1,N,,1,,,,,,
A Global History of Architecture,Electrical Laboratory for the Ministry of Public Works,35.6053584,139.6834766,"Tokyo, Japan",Tokyo,,Japan,Asia,20,1930,1932,,,Mamoru Yamada,742,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Toshogu Shrine,36.7196755,139.6989028,"Nikko, Japan",Nikko,,Japan,Asia,17,,,,,,505,505,2,Y,505,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Tokyo Teishin Hospital,35.6976673,139.7432972,"Tokyo, Japan",Tokyo,,Japan,Asia,20,1930,1938,,,Mamoru Yamada,742,,,,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Imperial Hotel,35.6719012,139.7587458,"Tokyo, Japan",Tokyo,,Japan,Asia,20,,1916,1922,N,Frank Lloyd Wright,,,,,,,,,,,,,,,,,,,486,486,1,N,,2
A Global History of Architecture,Office Building,-38.24798475,145.1053194,"Melbourne, Australia",Melbourne,,Australia,Oceania,19,1920,1927,,,Walter Burley Griffin,690,,,,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Magney House,-36.0132211,150.1517473,"Bingi Point, Australia",Bingi Point,,Australia,Oceania,20,,1982,1984,N,Glenn Murcutt,,,,,,,,,,,,,,,,,,,565-566,566,1,N,,2
A Global History of Architecture,Equitable Life Assurance Society Building,-33.86672287,151.2074428,"Sydney, Australia",Sydney,,Australia,Oceania,19,1890,1895,,,Edward Raht,690,,,,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, Modern Movements in Architecture",Sydney Opera House,-33.85719805,151.2151234,"Sydney, Australia",Sydney,,Australia,Oceania,20,1950,1957,1973,,Jorn Utzon,726,,,,,1,,,,,,,66326372,66,1,N,,3,,,,,,
A World History of Architecture,Local History Museum and Tourist Office,-31.09673447,152.8349499,"Kempsey, Australia",Kempsey,,Australia,Oceania,20,,1986,1988,N,Glenn Murcutt,,,,,,,,,,,,,,,,,,,564-565,564-565,2,N,,3
A Global History of Architecture,House of Circles,, ,,,,France,Europe,18,,,,Y,Étienne-Louis Boullée,623,623,3,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Palace of the Soviets,, ,"Moscow, Russia",Moscow,,Russia,Europe,20,1930,1931,,Y,Le Corbusier,737,737,2,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Project for an Agricultural Lodge,, ,,,,France,Europe,18,,,,Y,Étienne-Louis Boullée,623,623,1,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Pyramid Building for a Cannon Forge,, ,,,,France,Europe,18,,,,Y,Étienne-Louis Boullée,623,623,1,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Stock Exchange Building,, ,,,,,Europe,20,1920,1922,,X,Hans Bernhard Scharoun,708,708,1,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Wolkenbügel,, ,,,,Russia,Europe,20,,,,X,El Lissitzky,717,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Athenaeum for a Capital City,, ,,,,France,Europe,19,1870,1877,,,Henri-Paul Nénot,679,679,1,Y,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Design for a Supreme Court,, ,,,,France,Europe,19,1820,1824,,,Henri Labrouste,678-679,678-679,1,Y,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Ismet Pasa Girls' Institute,, ,"Ankara, Turkey",Ankara,,Turkey,Asia,20,1930,1930,,,Ernst Egli,741,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Plan for Canberra,, ,"Canberra, Australia",Canberra,,Australia,Oceania,20,1910,1912,,,Walter Burley Griffin,690,690,1,Y,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Residence in Castlecrag,, ,"Castlecrag, Australia",Castlecrag,,Australia,Oceania,20,1920,1926,,,Walter Burley Griffin,690,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Residential Building,, ,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,South America,20,,,,,Lucio Costa,745,745,1,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Restoration in Carcassonne,, ,"Carcassonne, France",Carcassonne,,France,Europe,19,1850,1853,,,Eugène Viollet-le-Duc,645,645,1,N,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Shaker House,, ,,,,United States,North America,18,1780,1780,1826,,,641,641,2,Y,641,2,,,,,,,,,,,,,,,,,,
A World History of Architecture,Christ Church,51.519092, -0.074181,"London, England",London,,England,Europe,18,,1723,1729,N,Nicholas Hawksmoor,,,,,,,,,,,,,,,,,,,394,394,1,N,,2
A World History of Architecture,The White Tower,51.508098, -0.075977,"London, England",London,,England,Europe,11,,1078,1080,N,,,,,,,,,,,,,,,,,,,,265-266,266,2,Y,266,3
A World History of Architecture,Palm House at Kew Gardens,51.479167, -0.292778,"London, England",London,,England,Europe,19,,1845,1847,N,"Decimus Burton, Richard Turner",,,,,,,,,,,,,,,,,,,441,441,1,N,,2
"A History of Architecture: Settings and Rituals, A World History of Architecture",St. Etienne,49.181667, -0.372778,"Caen, Normandy, France",Caen,Normandy,France,Europe,11,,1068,1120,N,,,,,,,,308,,1,N,,1,,,,,,,"224-225,229",,2,N,,4
A World History of Architecture,Lutton Hoo,51.85463, -0.39764,"Bedfordshire, England",Bedfordshire,,England,Europe,18,,1767,1769,N,Robert Adams,,,,,,,,,,,,,,,,,,,403-404,404,1,N,,2
A World History of Architecture,Burghley House,52.6425, -0.453056,"Northamptonshire, England",Northamptonshire,,England,Europe,16,,1577,1587,N,,,,,,,,,,,,,,,,,,,,349,,,N,,1
A World History of Architecture,Greyfriars,51.2262, -0.6468,"Guildford, England",Guildford,,England,Europe,19,,1896,,N,C.F.A. Voysey,,,,,,,,,,,,,,,,,,,450,,,N,,1
A World History of Architecture,Church of All Saints,52.265833, -0.753333,"Earl's Barton, Northamptonshire, England",Earl's Barton,Northamptonshire,England,Europe,11,,1000,,N,,,,,,,,,,,,,,,,,,,,199,199,1,N,,2
A World History of Architecture,Blenheim Palace Grounds,51.841944, -1.361389,"Woodstock, England",Woodstock,,England,Europe,18,,1758,,N,Lancelot Brown,,,,,,,,,,,,,,,,,,,416-417,416,1,N,,2
A World History of Architecture,West Mill,53.0282, -1.4869,"Belper, England",Belper,,England,Europe,18,,1793,1795,N,William Strutt,,,,,,,,,,,,,,,,,,,415,415,1,Y,415,2
A World History of Architecture,Cathedral of St. Cuthbert,54.773611, -1.576111,"Durham, England",Durham,,England,Europe,11,,1093,1133,N,,,,,,,,,,,,,,,,,,,,"224-227,229",225-227,4,N,,6
A World History of Architecture,Conservatory at Chatsworth House,53.227778, -1.61,"Bakewell, England",Bakewell,,England,Europe,19,,1836,1840,N,"Decimus Burton, Joseph Paxton",,,,,,,,,,,,,,,,,,,441,,,N,,1
A World History of Architecture,Coleshill,51.64173, -1.65528,"Berkshire, England",Berkshire,,England,Europe,17,,1650,,N,Roger Pratt,,,,,,,,,,,,,,,,,,,392-393,392,1,N,,2
A World History of Architecture,Mesa Verde,37.183784, -108.488687,"Mesa Verde, Colorado",Mesa Verde,Colorado,United States,North America,12,,1100,1275,N,,,,,,,,,,,,,,,,,,,,281-282,281,1,N,,2
A World History of Architecture,Coca-Cola Bottling Plant,34.028611, -118.245,"Los Angeles, California",Los Angeles,California,United States,North America,20,,1936,,N,Robert Derrah,,,,,,,,,,,,,,,,,,,499-500,500,1,N,,2
A World History of Architecture,Gehry House,34.035172, -118.484758,"Santa Monica, California",Santa Monica,California,United States,North America,20,,1977,1978,N,Frank Gehry,,,,,,,,,,,,,,,,,,,"557,560",560,1,N,,3
A World History of Architecture,Halladie Building,37.790019, -122.403519,"San Francisco, California",San Francisco,California,United States,North America,20,,1918,,N,W.J. Polk,,,,,,,,,,,,,,,,,,,470-471,471,1,N,,2
A World History of Architecture,V.C. Morris Gift Shop,37.788315, -122.405889,"San Francisco, California",San Francisco,California,United States,North America,20,,1949,,N,Frank Lloyd Wright,,,,,,,,,,,,,,,,,,,526,526,1,N,,2
A World History of Architecture,Sea Ranch Condominiums,38.679167, -123.427778,"Sea Ranch, California",Sea Ranch,California,United States,North America,20,,1963,1965,N,Charles Moore,,,,,,,,,,,,,,,,,,,545-546,546,1,N,,2
A World History of Architecture,Guggenheim Museum Bilbao,43.268611, -2.933889,"Bilbao, Spain",Bilbao,,Spain,Europe,20,,1997,,N,Frank Gehry,,,,,,,,,,,,,,,,,,,"532,560,562-563","533,562",3,N,,4
A World History of Architecture,Megalithic Tomb at Er-Mané,47.6119, -3.0608,"Er-Mané, Carnac, Brittany, France",Carnac,Brittany,France,Europe,-43,,-4200,,N,,,,,,,,,,,,,,,,,,,,10,10,1,N,,2
A World History of Architecture,Britannia Bridge,53.216389, -4.185833,"Menai Straits, Wales",Menai Straits,,Wales,Europe,19,,1845,1850,N,Robert Stephenson,,,,,,,,,,,,,,,,,,,437-438,437,1,N,,2
A World History of Architecture,Caernarvon Castle,53.1393, -4.2769,"Caernarvon, Wales",Caernarvon,,Wales,Europe,13,,1283,1327,N,,,,,,,,,,,,,,,,,,,,266-267,267,2,Y,267,3
A World History of Architecture,Windyhill,55.890101, -4.620414,"Kilmacolm, Scotland",Kilmacolm,,Scotland,Europe,20,,1900,1901,N,Charles Rennie Mackintosh,,,,,,,,,,,,,,,,,,,458,,,N,,1
A World History of Architecture,Philips Exeter Academy Library,42.978889, -70.949444,"Andover, New Hampshire",Andover,New Hampshire,United States,North America,20,,1967,1972,N,Louis Kahn,,,,,,,,,,,,,,,,,,,539-541,539,1,N,,2
A World History of Architecture,Ames Estate Gate Lodge,42.073611, -71.095278,"North Easton, Massachuseetts",North Easton,Massachusetts,United States,North America,19,,1880,1881,N,Henry Hobson Richardson,,,,,,,,,,,,,,,,,,,465-466,466,1,N,,2
A World History of Architecture,Baptist Church,41.827222, -71.408056,"Providence, Rhode Island",Providence,Rhode Island,United States,North America,18,,1774,1775,N,Joseph Brown,,,,,,,,,,,,,,,,,,,395,,,N,,1
A World History of Architecture,Morse and Stiles Colleges,41.3125, -72.9306,"New Haven, Connecticut",New Haven,Connecticut,United States,North America,20,,1958,1962,N,Eero Saarinen,,,,,,,,,,,,,,,,,,,538,538,1,N,,2
A World History of Architecture,House VI,41.832723, -73.321445,"Cornwall, Connecticut",Cornwall,Connecticut,United States,North America,20,,1975,,N,Peter Eisenman,,,,,,,,,,,,,,,,,,,558,,,N,,1
"A World History of Architecture, A History of Architecture: Settings and Rituals, Modern Movements in Architecture","Trans World Airlines Terminal, John F. Kennedy Airport",40.645833, -73.7775,"New York City, New York",New York City,New York,United States,North America,20,1950,1956,1962,N,Eero Saarinen,,,,,,,738,738,2,N,,2,197-198,197-198,2,N,,2,537-538,538,1,N,,2
A World History of Architecture,Metropolitan Museum of Art Fifth Avenue Façade,40.779444, -73.963333,"New York City, New York",New York City,New York,United States,North America,19,,1895,,N,Richard Morris Hunt,,,,,,,,,,,,,,,,,,,433,,,N,,1
A World History of Architecture,Ford Foundation Building,40.749722, -73.971111,"New York City, New York",New York City,New York,United States,North America,20,,1963,1968,N,"John Dinkeloo, Kevin Roche",,,,,,,,,,,,,,,,,,,553,553,1,N,,2
A World History of Architecture,New York Daily News Building,40.75, -73.973333,"New York City, New York",New York City,New York,United States,North America,20,,1929,1930,N,Raymond Hood,,,,,,,,,,,,,,,,,,,497-498,497,2,N,,4
A World History of Architecture,AT&T Building,40.761389, -73.973333,"New York City, New York",New York City,New York,United States,North America,20,,1984,,N,"John Burgee, Philip Johnson",,,,,,,,,,,,,,,,,,,"544-545,554","545,554",2,N,,3
A World History of Architecture,Villard Houses,40.758056, -73.975278,"New York City, New York",New York City,New York,United States,North America,19,,1882,1885,N,"McKim, Mead, and White",,,,,,,,,,,,,,,,,,,435,435,1,N,,2
A World History of Architecture,City Prison,40.716611, -74.001389,"New York City, New York",New York City,New York,United States,North America,19,,1838,,N,John Haviland,,,,,,,,,,,,,,,,,,,419,419,1,N,,2
A World History of Architecture,Philadelphia Saving Fund Society Building,39.951531, -75.160614,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,North America,20,,1929,1932,N,"George Howe, William Lescaze",,,,,,,,,,,,,,,,,,,520,520,1,N,,2
A World History of Architecture,St. James-the-Less,40.003889, -75.183056,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,North America,19,,1846,1848,N,Cambridge Camden Society,,,,,,,,,,,,,,,,,,,431,431,1,N,,2
A World History of Architecture,Roman Catholic Cathedral,39.294392, -76.616161,"Baltimore, Maryland",Baltimore,Maryland,United States,North America,19,,1805,1818,N,Benjamin Latrobe,,,,,,,,,,,,,,,,,,,424-425,425,2,N,,3
A World History of Architecture,Medical College of Virginia,37.540341, -77.429152,"Richmond, Virginia",Richmond,Virginia,United States,North America,19,,1854,,N,Thomas S. Seward,,,,,,,,,,,,,,,,,,,419,,,N,,1
A World History of Architecture,Fallingwater,39.906111, -79.468056,"Ohiopyle, Pennsylvania",Ohiopyle,Pennsylvania,United States,North America,20,,1935,1936,N,Frank Lloyd Wright,,,,,,,,,,,,,,,,,,,"483,523-525",,2,N,,4
A World History of Architecture,St. James,42.880602, -8.544377,"Compostela, Spain",Compostela,,Spain,Europe,11,,1075,1211,N,,,,,,,,,,,,,,,,,,,,210-213,210,1,N,,2
A World History of Architecture,Dolphin Hotel,28.367222, -81.560556,"Orlando, Florida",Orlando,Florida,United States,North America,20,,1987,,N,Michael Graves,,,,,,,,,,,,,,,,,,,548,548,1,N,,2
A World History of Architecture,Columbian Exposition,41.79, -87.58,"Chicago, Illinois",Chicago,Illinois,United States,North America,19,,1893,,N,"Daniel H. Burnham, Richard Morris Hunt, Frederick Law Olmstead",,,,,,,,,,,,,,,,,,,434,434,1,N,,2
A World History of Architecture,Carson Pirie Scott Building,41.881711, -87.62755,"Chicago, Illinois",Chicago,Illinois,United States,North America,19,1890,1899,1904,N,Louis Sullivan,,,,,,,667,,1,N,,1,,,,,,,471-472,472,1,N,,2
A World History of Architecture,Charnley House,41.90765, -87.627686,"Chicago, Illinois",Chicago,Illinois,United States,North America,19,,1891,,N,"Dankmar Adler, Louis Sullivan",,,,,,,,,,,,,,,,,,,480-481,480-481,2,N,,3
A World History of Architecture,Earth Mound,33.00467, -87.63107,"Moundville, Alabama",Moundville,Alabama,United States,North America,13,,1200,1500,N,,,,,,,,,,,,,,,,,,,,279,279,1,N,,2
A World History of Architecture,Rand McNally Building,41.8792, -87.633,"Chicago, Illinois",Chicago,Illinois,United States,North America,19,,1889,1890,N,"Daniel H. Burnham, John Welborn Root",,,,,,,,,,,,,,,,,,,447,,,N,,1
"A History of Architecture: Settings and Rituals, A World History of Architecture",Marshall Field Wholesale Store,41.879028, -87.6345,"Chicago, Illinois",Chicago,Illinois,United States,North America,19,1880,1885,1887,N,Henry Hobson Richardson,,,,,,,659,,1,N,,1,,,,,,,464-465,464,1,N,,2
A World History of Architecture,Ward Willits House,42.17882, -87.78698,"Highland Park, Illinois",Highland Park,Illinois,United States,North America,20,,1901,,N,Frank Lloyd Wright,,,,,,,,,,,,,,,,,,,481-482,,1,Y,,2
A World History of Architecture,Elizabeth Gale House,41.891667, -87.798889,"Oak Park, Illinois",Oak Park,Illinois,United States,North America,20,,1909,,N,Frank Lloyd Wright,,,,,,,,,,,,,,,,,,,483,,,N,,1
A World History of Architecture,The Caracol,20.6792, -88.5707,"Chicén-Itzá, Yucatán, Mexico",Chicén-Itzá,Yucatán,Mexico,North America,10,,900,,N,,,,,,,,,,,,,,,,,,,,289-291,291,1,N,,2
A World History of Architecture,Nanih Waiya Mound,32.921389, -88.948611,"Winston County, Mississippi",Winston County,Mississippi,United States,North America,2,,100,,N,,,,,,,,,,,,,,,,,,,,278,278,1,N,,2
A World History of Architecture,Eads Bridge,38.628056, -90.171389,"St. Louis, Missouri",St. Louis,Missouri,United States,North America,19,,1869,1874,N,James B. Eads,,,,,,,,,,,,,,,,,,,"438,440",,,N,,2
A World History of Architecture,Poverty Point,32.636667, -91.411389,"Epps, Louisiana",Epps,Louisiana,United States,North America,-13,,-1200,,N,,,,,,,,,,,,,,,,,,,,279,,,N,,1
A World History of Architecture,Temple,17.4836, -92.0468,"Palenque, Usumaciata, Mexico",Palenque,Usumaciata,Mexico,North America,7,,600,,N,,,,,,,,,,,,,,,,,,,,289,289,1,N,,1
A World History of Architecture,Chicago & Alton Railway Bridge,39.2227, -92.8501,"Glasgow, Missouri",Glasgow,Missouri,United States,North America,19,,1878,1879,N,,,,,,,,,,,,,,,,,,,,437,,,N,,1
A World History of Architecture,National Farmers' Bank,44.085, -93.225833,"Owatonna, Minnesota",Owatonna,Minnesota,United States,North America,20,,1907,1908,N,Louis Sullivan,,,,,,,,,,,,,,,,,,,473,473,1,N,,2
A World History of Architecture,La Venta,18.103299, -94.040192,"Tabasco, Mexico",Tabasco,,Mexico,North America,-12,,-1100,-400,N,,,,,,,,,,,,,,,,,,,,283,283,1,N,,2
A World History of Architecture,Monte Albán,17.043889, -96.767778,"Monte Albán, Oaxaca, Mexico",Monte Albán,Oaxaca,Mexico,North America,-7,,-600,1000,N,,,,,,,,,,,,,,,,,,,,285-286,,1,N,,2
A World History of Architecture,Teotihuacán,19.6925, -98.843889,"Teotihuacán, Mexico",Teotihuacán,,Mexico,North America,-3,,-200,800,N,,,,,,,,,,,,,,,,,,,,283-286,284,1,Y,284,2
A World History of Architecture,Temple-palace,20.064156, -99.340803,"Tula, Hidalgo, Mexico",Tula,Hidalgo,Mexico,North America,10,,900,,N,,,,,,,,,,,,,,,,,,,,291-292,291,1,N,,2
A World History of Architecture,St. Pierre,45.648889, 0.151667,"Angouléme, France",Angouléme,,France,Europe,12,,1105,1128,N,,,,,,,,,,,,,,,,,,,,"218-219,229",218-219,2,Y,218,4
